time,x,y,yaw,speed,speed_error,cross_track_error,yaw_rate,thrust_L,thrust_R,steer_L,steer_R,min_cost
181.6880,-11.7369,-123.6917,-1.2029,1.2819,0.0181,0.5455,0.0225,224.5497,383.5360,-0.0734,0.1143,136.5749
181.7880,-11.6878,-123.8111,-1.2022,1.2827,0.0173,0.4240,0.0160,230.2169,385.9363,-0.0734,0.1142,85.9041
181.8880,-11.6386,-123.9303,-1.2015,1.2832,0.0168,0.3088,0.0023,230.8214,390.5641,-0.0734,0.1144,63.1646
181.9960,-11.5898,-124.0483,-1.2009,1.2825,0.0175,0.2109,0.0155,231.6559,389.0843,-0.0733,0.1144,54.8637
182.1320,-11.5403,-124.1676,-1.2002,1.2833,0.0167,0.1618,0.0012,230.0317,387.8561,-0.0732,0.1146,59.8846
182.1920,-11.4903,-124.2878,-1.1996,1.2851,0.0149,0.2036,-0.0043,231.1648,385.1906,-0.0732,0.1146,76.7875
182.2880,-11.4407,-124.4067,-1.1991,1.2854,0.0146,0.2998,0.0095,229.4576,379.8647,-0.0731,0.1147,121.8691
182.3920,-11.3904,-124.5267,-1.1986,1.2869,0.0131,0.4153,0.0060,230.7108,374.6556,-0.0731,0.1146,172.8382
182.4840,-11.3410,-124.6444,-1.1981,1.2859,0.0141,0.5350,0.0190,230.3782,369.4014,-0.0732,0.1145,238.9619
182.5840,-11.2909,-124.7636,-1.1976,1.2867,0.0133,0.4470,-0.0022,233.1979,369.5255,-0.0733,0.1143,94.6032
182.6880,-11.2401,-124.8839,-1.1973,1.2885,0.0115,0.3270,0.0003,236.6250,371.6134,-0.0734,0.1143,60.1484
182.7840,-11.1894,-125.0038,-1.1970,1.2899,0.0101,0.2196,0.0010,238.4263,366.9439,-0.0737,0.1142,49.7224
182.8880,-11.1387,-125.1235,-1.1967,1.2910,0.0090,0.1530,-0.0008,242.8765,367.9360,-0.0738,0.1141,46.1223
182.9880,-11.0889,-125.2408,-1.1965,1.2896,0.0104,0.1784,-0.0007,247.2737,362.4634,-0.0739,0.1141,68.1606
183.1240,-11.0383,-125.3597,-1.1965,1.2900,0.0100,0.2711,0.0037,248.1293,360.9071,-0.0742,0.1139,96.5798
183.1920,-10.9872,-125.4797,-1.1964,1.2915,0.0085,0.3866,0.0207,246.4939,357.8877,-0.0743,0.1137,142.7589
183.2840,-10.9366,-125.5984,-1.1965,1.2916,0.0084,0.5080,-0.0087,246.1777,351.1040,-0.0745,0.1135,217.8906
183.3920,-10.8854,-125.7183,-1.1965,1.2929,0.0071,0.4636,-0.0087,245.7778,348.2650,-0.0749,0.1132,88.2799
183.5000,-10.8352,-125.8357,-1.1968,1.2916,0.0084,0.3431,-0.0277,244.9989,352.2679,-0.0753,0.1129,57.6581
183.6000,-10.7843,-125.9548,-1.1971,1.2921,0.0079,0.2291,-0.0305,244.7266,358.0289,-0.0754,0.1127,42.2851
183.6920,-10.7329,-126.0749,-1.1974,1.2936,0.0064,0.1438,-0.0205,243.3087,356.3203,-0.0757,0.1124,39.7861
183.7880,-10.6822,-126.1934,-1.1977,1.2934,0.0066,0.1508,0.0087,248.2735,350.4392,-0.0759,0.1122,54.9529
183.8880,-10.6318,-126.3110,-1.1981,1.2922,0.0078,0.2400,-0.0290,243.1046,350.3265,-0.0761,0.1119,87.3403
183.9920,-10.5809,-126.4300,-1.1984,1.2926,0.0074,0.3553,0.0015,245.8181,349.8186,-0.0762,0.1118,135.0316
184.1080,-10.5299,-126.5489,-1.1988,1.2928,0.0072,0.4778,-0.0060,245.4379,344.7015,-0.0761,0.1116,196.5768
184.1800,-10.4791,-126.6677,-1.1991,1.2930,0.0070,0.4848,-0.0060,246.0868,344.0785,-0.0762,0.1115,93.5629
184.2800,-10.4278,-126.7875,-1.1996,1.2941,0.0059,0.3594,0.0055,251.5620,343.9552,-0.0766,0.1112,55.2252
184.3800,-10.3771,-126.9057,-1.2000,1.2935,0.0065,0.2408,-0.0165,255.4027,346.1575,-0.0769,0.1110,40.4116
184.4840,-10.3265,-127.0240,-1.2004,1.2931,0.0069,0.1409,-0.0250,256.9649,345.3055,-0.0771,0.1106,35.7926
184.5840,-10.2759,-127.1423,-1.2008,1.2926,0.0074,0.1218,-0.0065,260.2417,347.2574,-0.0774,0.1103,46.2005
184.6800,-10.2254,-127.2606,-1.2013,1.2921,0.0079,0.2072,-0.0262,260.6892,348.9825,-0.0776,0.1101,74.0339
184.7800,-10.1749,-127.3789,-1.2019,1.2916,0.0084,0.3227,0.0028,258.6306,350.8323,-0.0781,0.1098,113.6137
184.8800,-10.1249,-127.4962,-1.2024,1.2901,0.0099,0.4444,-0.0003,255.6621,345.3278,-0.0785,0.1093,180.0316
184.9840,-10.0744,-127.6150,-1.2029,1.2902,0.0098,0.5101,-0.0072,255.9615,347.2640,-0.0785,0.1092,96.2906
185.1120,-10.0240,-127.7337,-1.2035,1.2902,0.0098,0.3842,0.0097,256.3444,344.7801,-0.0788,0.1087,58.1548
185.1760,-9.9737,-127.8525,-1.2040,1.2902,0.0098,0.2614,-0.0020,258.4603,346.4451,-0.0792,0.1086,35.8835
185.2840,-9.9235,-127.9712,-1.2045,1.2902,0.0098,0.1496,-0.0100,260.6456,346.9229,-0.0792,0.1086,28.0193
185.3840,-9.8734,-128.0900,-1.2049,1.2901,0.0099,0.0984,-0.0135,259.8828,347.1232,-0.0791,0.1086,35.5054
185.4800,-9.8234,-128.2088,-1.2055,1.2900,0.0100,0.1739,0.0037,264.5179,346.9163,-0.0795,0.1082,57.7635
185.5840,-9.7735,-128.3276,-1.2060,1.2899,0.0101,0.2899,0.0165,264.6728,346.5648,-0.0796,0.1080,105.6045
185.6840,-9.7237,-128.4465,-1.2064,1.2899,0.0101,0.4136,-0.0190,261.2268,345.8754,-0.0799,0.1077,158.8667
185.7840,-9.6739,-128.5655,-1.2069,1.2898,0.0102,0.5358,-0.0125,261.1031,343.5332,-0.0801,0.1074,104.1644
185.8880,-9.6239,-128.6855,-1.2073,1.2910,0.0090,0.4080,0.0017,262.6933,346.6534,-0.0803,0.1071,64.9012
185.9800,-9.5745,-128.8043,-1.2079,1.2906,0.0094,0.2837,-0.0245,261.9246,348.3840,-0.0804,0.1072,36.6267
186.1120,-9.5252,-128.9233,-1.2082,1.2903,0.0097,0.1661,-0.0167,261.3525,347.1352,-0.0806,0.1071,26.9070
186.1800,-9.4759,-129.0424,-1.2086,1.2902,0.0098,0.0888,0.0018,263.4516,347.4567,-0.0807,0.1070,31.4596
186.2880,-9.4268,-129.1616,-1.2090,1.2902,0.0098,0.1464,-0.0170,261.1773,348.7878,-0.0809,0.1067,57.6736
186.3840,-9.3777,-129.2809,-1.2095,1.2902,0.0098,0.2613,-0.0225,262.3176,346.9469,-0.0810,0.1065,94.7541
186.4840,-9.3287,-129.4003,-1.2097,1.2902,0.0098,0.3853,-0.0117,258.1259,346.1636,-0.0811,0.1062,142.2675
186.5880,-9.2794,-129.5208,-1.2100,1.2914,0.0086,0.5130,-0.0047,256.2909,344.4027,-0.0813,0.1060,218.9655
186.6880,-9.2307,-129.6400,-1.2103,1.2911,0.0089,0.4342,0.0107,255.1879,341.5398,-0.0813,0.1059,69.3550
186.7800,-9.1821,-129.7594,-1.2107,1.2909,0.0091,0.3089,0.0140,259.4852,343.1747,-0.0815,0.1058,42.7863
186.8760,-9.1336,-129.8788,-1.2108,1.2908,0.0092,0.1887,-0.0113,259.1738,345.7368,-0.0815,0.1058,34.3643
186.9800,-9.0852,-129.9983,-1.2110,1.2907,0.0093,0.0949,0.0012,259.3668,347.4566,-0.0815,0.1059,30.7187
187.1200,-9.0373,-130.1167,-1.2112,1.2894,0.0106,0.1244,-0.0050,259.5564,346.5862,-0.0818,0.1056,51.2521
187.1800,-8.9889,-130.2366,-1.2114,1.2897,0.0103,0.2350,-0.0048,260.5865,346.0041,-0.0819,0.1055,85.3698
187.2800,-8.9407,-130.3563,-1.2115,1.2898,0.0102,0.3582,-0.0075,254.3284,345.9646,-0.0820,0.1054,132.3586
187.3880,-8.8926,-130.4760,-1.2116,1.2899,0.0101,0.4845,0.0035,255.0468,343.5718,-0.0823,0.1053,197.8804
187.4840,-8.8446,-130.5957,-1.2118,1.2898,0.0102,0.4633,-0.0005,252.5582,345.6232,-0.0823,0.1051,86.8129
187.5840,-8.7971,-130.7142,-1.2119,1.2886,0.0114,0.3391,-0.0110,253.9841,345.9507,-0.0821,0.1052,56.0672
187.6800,-8.7491,-130.8342,-1.2119,1.2888,0.0112,0.2176,-0.0028,255.3783,347.5511,-0.0822,0.1051,36.4142
187.7800,-8.7013,-130.9539,-1.2118,1.2889,0.0111,0.1145,0.0157,255.1351,349.2532,-0.0822,0.1051,34.5838
187.8840,-8.6536,-131.0736,-1.2118,1.2887,0.0113,0.1101,0.0125,257.3685,349.0028,-0.0823,0.1050,50.3811
187.9800,-8.6060,-131.1931,-1.2118,1.2885,0.0115,0.2104,0.0068,254.2733,350.6128,-0.0824,0.1051,77.7701
188.1120,-8.5585,-131.3125,-1.2117,1.2882,0.0118,0.3309,-0.0030,254.5044,353.5909,-0.0822,0.1052,126.2313
188.1840,-8.5110,-131.4320,-1.2116,1.2879,0.0121,0.4558,0.0077,252.1562,354.5968,-0.0822,0.1054,186.9292
188.2800,-8.4635,-131.5513,-1.2115,1.2875,0.0125,0.4953,0.0105,251.8909,355.8586,-0.0821,0.1056,101.6683
188.3800,-8.4161,-131.6707,-1.2113,1.2871,0.0129,0.3705,0.0090,254.4959,354.3764,-0.0819,0.1058,58.3761
188.4840,-8.3683,-131.7911,-1.2112,1.2879,0.0121,0.2483,0.0065,253.9286,354.7050,-0.0818,0.1060,39.1600
188.5880,-8.3211,-131.9102,-1.2109,1.2872,0.0128,0.1412,-0.0095,254.3730,355.2963,-0.0817,0.1062,34.5797
188.6840,-8.2738,-132.0293,-1.2108,1.2866,0.0134,0.1050,-0.0222,253.0909,357.7534,-0.0815,0.1064,46.6837
188.7760,-8.2265,-132.1486,-1.2105,1.2861,0.0139,0.1871,-0.0005,251.7297,357.1869,-0.0813,0.1067,76.5967
188.8640,-8.1792,-132.2679,-1.2103,1.2858,0.0142,0.3032,-0.0085,248.2297,356.2620,-0.0813,0.1068,116.5104
188.9680,-8.1319,-132.3872,-1.2100,1.2855,0.0145,0.4264,0.0135,245.0628,355.7939,-0.0811,0.1070,168.7874
189.1000,-8.0845,-132.5066,-1.2098,1.2853,0.0147,0.5287,0.0207,245.0883,358.6191,-0.0808,0.1072,122.7439
189.1600,-8.0371,-132.6261,-1.2095,1.2852,0.0148,0.4039,0.0195,244.5956,362.0830,-0.0806,0.1074,73.3836
189.2560,-7.9896,-132.7455,-1.2093,1.2850,0.0150,0.2825,0.0220,246.3615,364.7518,-0.0806,0.1074,40.6593
189.3600,-7.9421,-132.8648,-1.2089,1.2849,0.0151,0.1716,0.0035,250.2866,363.7721,-0.0805,0.1077,39.6978
189.4520,-7.8946,-132.9842,-1.2087,1.2847,0.0153,0.1100,0.0012,248.1287,368.7584,-0.0803,0.1078,45.1624
189.5560,-7.8471,-133.1035,-1.2083,1.2846,0.0154,0.1666,-0.0272,249.5467,371.3683,-0.0801,0.1080,68.1176
189.6560,-7.7994,-133.2229,-1.2079,1.2846,0.0154,0.2764,-0.0048,249.0721,371.8885,-0.0798,0.1084,108.8711
189.7600,-7.7517,-133.3423,-1.2075,1.2846,0.0154,0.3977,-0.0028,248.9936,367.4486,-0.0797,0.1085,161.3050
189.8560,-7.7039,-133.4618,-1.2072,1.2847,0.0153,0.5225,0.0182,244.7321,365.3182,-0.0796,0.1084,226.4019
189.9520,-7.6560,-133.5813,-1.2069,1.2849,0.0151,0.4363,-0.0070,240.8479,366.1885,-0.0794,0.1087,80.6907
190.0880,-7.6080,-133.7009,-1.2065,1.2852,0.0148,0.3139,-0.0255,238.4341,366.5795,-0.0790,0.1088,57.1733
190.1480,-7.5600,-133.8206,-1.2061,1.2855,0.0145,0.1999,-0.0013,238.8594,367.7313,-0.0789,0.1091,40.2190
190.2560,-7.5118,-133.9402,-1.2057,1.2858,0.0142,0.1209,0.0227,237.9429,368.5817,-0.0789,0.1092,45.2991
190.3520,-7.4636,-134.0598,-1.2054,1.2862,0.0138,0.1500,0.0027,234.9609,368.5568,-0.0790,0.1092,60.3838
190.4520,-7.4153,-134.1794,-1.2049,1.2865,0.0135,0.2523,-0.0115,237.0219,369.1939,-0.0788,0.1094,98.7557
190.5520,-7.3669,-134.2990,-1.2044,1.2867,0.0133,0.3715,0.0067,238.5163,368.2547,-0.0788,0.1095,147.8342
190.6560,-7.3185,-134.4185,-1.2040,1.2870,0.0130,0.4956,0.0118,239.4661,360.1083,-0.0784,0.1097,218.2541
190.7520,-7.2700,-134.5379,-1.2036,1.2871,0.0129,0.4645,-0.0000,239.8451,358.3634,-0.0784,0.1097,91.4555
190.8520,-7.2214,-134.6573,-1.2031,1.2873,0.0127,0.3414,0.0005,242.9726,359.4919,-0.0783,0.1100,60.0559
190.9520,-7.1728,-134.7766,-1.2027,1.2874,0.0126,0.2248,-0.0050,247.1498,362.8787,-0.0784,0.1101,48.4111
191.0960,-7.1241,-134.8958,-1.2023,1.2875,0.0125,0.1330,-0.0160,244.6097,364.1958,-0.0780,0.1103,39.0559
191.1520,-7.0754,-135.0150,-1.2021,1.2875,0.0125,0.1342,0.0005,244.1260,361.9067,-0.0781,0.1100,61.9109
191.2560,-7.0266,-135.1341,-1.2017,1.2874,0.0126,0.2268,0.0023,247.7756,358.0625,-0.0780,0.1099,91.3252
191.3560,-6.9778,-135.2532,-1.2015,1.2874,0.0126,0.3436,0.0027,246.8176,357.4642,-0.0780,0.1097,137.7496
191.4520,-6.9289,-135.3723,-1.2013,1.2874,0.0126,0.4666,0.0043,243.0484,357.3491,-0.0781,0.1097,198.8597
191.5560,-6.8800,-135.4914,-1.2013,1.2874,0.0126,0.4930,0.0142,247.1579,355.3706,-0.0783,0.1096,106.0867
191.6520,-6.8311,-135.6105,-1.2010,1.2874,0.0126,0.3690,-0.0157,253.1919,354.7399,-0.0783,0.1097,68.9685
191.7560,-6.7821,-135.7295,-1.2010,1.2874,0.0126,0.2497,-0.0143,256.2509,355.2143,-0.0784,0.1095,43.6764
191.8560,-6.7330,-135.8485,-1.2009,1.2874,0.0126,0.1473,-0.0070,256.6205,356.4722,-0.0786,0.1092,45.1694
191.9520,-6.6839,-135.9675,-1.2010,1.2874,0.0126,0.1191,-0.0028,259.5952,356.6448,-0.0785,0.1091,53.9574
192.0920,-6.6348,-136.0865,-1.2010,1.2874,0.0126,0.1995,-0.0080,260.2561,352.7572,-0.0787,0.1090,83.8321
192.1560,-6.5857,-136.2056,-1.2011,1.2874,0.0126,0.3140,-0.0112,259.8611,350.7871,-0.0791,0.1087,126.5160
192.2520,-6.5364,-136.3247,-1.2013,1.2876,0.0124,0.4366,0.0035,258.0171,347.6528,-0.0794,0.1085,179.7559
192.3560,-6.4872,-136.4439,-1.2015,1.2878,0.0122,0.5208,-0.0098,258.7890,341.7165,-0.0796,0.1084,117.6982
192.4560,-6.4379,-136.5632,-1.2018,1.2881,0.0119,0.3955,-0.0025,264.9549,339.9841,-0.0797,0.1083,76.1370
192.5600,-6.3886,-136.6825,-1.2020,1.2884,0.0116,0.2737,-0.0075,268.3512,338.4161,-0.0800,0.1080,48.4152
192.6520,-6.3393,-136.8018,-1.2024,1.2887,0.0113,0.1633,-0.0043,268.4239,336.6872,-0.0802,0.1078,42.5335
192.7600,-6.2899,-136.9211,-1.2029,1.2889,0.0111,0.1086,-0.0025,271.6622,336.3252,-0.0805,0.1077,46.8248
192.8520,-6.2407,-137.0404,-1.2033,1.2892,0.0108,0.1739,-0.0030,272.9652,335.4062,-0.0805,0.1074,74.4648
192.9520,-6.1914,-137.1598,-1.2039,1.2894,0.0106,0.2865,0.0065,272.1142,335.0586,-0.0807,0.1072,116.2933
193.0840,-6.1421,-137.2792,-1.2045,1.2897,0.0103,0.4090,0.0042,273.5383,334.0613,-0.0811,0.1069,169.8815
193.1600,-6.0929,-137.3986,-1.2052,1.2899,0.0101,0.5346,-0.0095,275.4203,329.9609,-0.0813,0.1067,241.2704
193.2560,-6.0438,-137.5181,-1.2059,1.2902,0.0098,0.4202,0.0055,279.7762,325.2312,-0.0816,0.1066,83.6496
193.3560,-5.9946,-137.6376,-1.2067,1.2905,0.0095,0.2967,0.0025,283.3806,320.5705,-0.0819,0.1063,52.8847
193.4600,-5.9455,-137.7571,-1.2076,1.2907,0.0093,0.1815,0.0035,284.9104,320.6546,-0.0821,0.1060,37.9609
193.5640,-5.8965,-137.8767,-1.2085,1.2910,0.0090,0.1060,0.0115,285.3040,319.3461,-0.0825,0.1055,46.3214
193.6640,-5.8476,-137.9963,-1.2095,1.2912,0.0088,0.1516,-0.0000,285.9969,317.1250,-0.0827,0.1051,68.7753
193.7440,-5.7987,-138.1159,-1.2105,1.2914,0.0086,0.2610,-0.0100,288.3549,317.2489,-0.0831,0.1046,98.2457
193.8520,-5.7499,-138.2356,-1.2117,1.2916,0.0084,0.3830,-0.0047,289.9287,307.4140,-0.0835,0.1044,154.5853
193.9520,-5.7013,-138.3554,-1.2128,1.2918,0.0082,0.5087,-0.0038,286.7486,300.7724,-0.0838,0.1040,222.1853
194.0800,-5.6527,-138.4751,-1.2141,1.2920,0.0080,0.4451,-0.0030,290.1928,296.1924,-0.0842,0.1036,91.9852
194.1480,-5.6042,-138.5949,-1.2153,1.2921,0.0079,0.3210,-0.0200,290.3954,297.4053,-0.0844,0.1036,54.2571
194.2480,-5.5559,-138.7147,-1.2168,1.2921,0.0079,0.2035,-0.0018,294.0420,297.0551,-0.0847,0.1033,38.6399
194.3440,-5.5078,-138.8343,-1.2182,1.2920,0.0080,0.1148,0.0035,298.9545,297.6039,-0.0849,0.1030,39.9270
194.4320,-5.4599,-138.9540,-1.2198,1.2918,0.0082,0.1350,-0.0100,302.4672,292.3689,-0.0851,0.1027,58.1361
194.5320,-5.4121,-139.0735,-1.2212,1.2915,0.0085,0.2376,-0.0140,301.1221,293.2046,-0.0856,0.1021,90.3747
194.6400,-5.3645,-139.1931,-1.2230,1.2911,0.0089,0.3576,-0.0300,302.4811,294.1290,-0.0859,0.1017,142.4085
194.7400,-5.3175,-139.3118,-1.2247,1.2898,0.0102,0.4811,-0.0318,303.0423,291.3703,-0.0862,0.1013,212.0963
194.8360,-5.2702,-139.4316,-1.2265,1.2897,0.0103,0.4756,-0.0117,302.8617,290.5318,-0.0866,0.1012,186.8072
194.9320,-5.2231,-139.5514,-1.2282,1.2895,0.0105,0.3522,-0.0230,306.0953,290.4092,-0.0868,0.1010,151.3738
195.0640,-5.1762,-139.6711,-1.2301,1.2891,0.0109,0.2348,-0.0262,313.0529,292.2917,-0.0872,0.1006,126.6321
195.1360,-5.1295,-139.7908,-1.2320,1.2887,0.0113,0.1390,-0.0265,315.0792,295.1145,-0.0879,0.1001,126.9838
195.2320,-5.0831,-139.9106,-1.2339,1.2883,0.0117,0.1287,-0.0035,317.4571,296.5660,-0.0881,0.1001,143.8764
195.3280,-5.0368,-140.0303,-1.2357,1.2878,0.0122,0.2164,-0.0177,314.6601,295.4661,-0.0884,0.0998,174.8657
195.4280,-5.0368,-140.0303,-1.2357,1.2878,0.0122,0.2164,-0.0177,314.5166,294.6612,-0.0884,0.0998,176.6451
195.5280,-4.9907,-140.1502,-1.2377,1.2875,0.0125,0.3141,-0.0370,314.7364,294.0423,-0.0888,0.0996,44.1765
195.6280,-4.9447,-140.2702,-1.2397,1.2872,0.0128,0.2020,0.0032,314.9624,295.7341,-0.0889,0.0994,33.3324
195.7280,-4.8989,-140.3904,-1.2416,1.2870,0.0130,0.1265,-0.0085,315.2771,298.2621,-0.0889,0.0992,31.6684
195.8280,-4.8533,-140.5108,-1.2436,1.2870,0.0130,0.1561,-0.0320,313.6788,296.8078,-0.0891,0.0991,55.0241
195.9240,-4.8079,-140.6312,-1.2455,1.2870,0.0130,0.2568,-0.0275,312.7446,295.1299,-0.0893,0.0988,87.6093
196.0560,-4.7626,-140.7519,-1.2475,1.2870,0.0130,0.2725,-0.0157,314.5418,294.7449,-0.0895,0.0985,39.1673
196.1280,-4.7175,-140.8727,-1.2493,1.2872,0.0128,0.1663,-0.0182,312.2978,293.0928,-0.0896,0.0981,27.9067
196.2280,-4.6725,-140.9936,-1.2513,1.2875,0.0125,0.1198,-0.0300,309.9830,296.3851,-0.0901,0.0979,39.5541
196.3280,-4.6281,-141.1138,-1.2531,1.2869,0.0131,0.1847,-0.0213,309.3901,299.5664,-0.0903,0.0975,60.2144
196.4160,-4.5834,-141.2353,-1.2551,1.2875,0.0125,0.2958,-0.0142,306.2274,300.9080,-0.0905,0.0973,99.6852
196.5160,-4.5389,-141.3567,-1.2568,1.2881,0.0119,0.2263,-0.0163,307.7407,301.9678,-0.0905,0.0973,32.5312
196.6200,-4.4946,-141.4783,-1.2585,1.2886,0.0114,0.1277,-0.0058,303.4424,300.3944,-0.0906,0.0970,33.7831
196.7200,-4.4505,-141.5998,-1.2602,1.2890,0.0110,0.1221,-0.0140,298.9355,301.1680,-0.0907,0.0969,43.5025
196.8120,-4.4066,-141.7214,-1.2619,1.2894,0.0106,0.2168,-0.0238,297.2742,299.1193,-0.0910,0.0968,71.9090
196.9120,-4.3646,-141.8382,-1.2633,1.2897,0.0103,0.3306,-0.0220,294.9143,299.8349,-0.0912,0.0967,117.1515
197.0440,-4.3193,-141.9648,-1.2649,1.2900,0.0100,0.4599,-0.0235,292.1415,297.8601,-0.0912,0.0968,180.6650
197.1120,-4.2760,-142.0865,-1.2662,1.2903,0.0097,0.4836,-0.0085,288.0300,301.9772,-0.0912,0.0968,84.8157
197.2040,-4.2328,-142.2081,-1.2676,1.2904,0.0096,0.3570,-0.0262,286.3819,307.8085,-0.0912,0.0970,48.2852
197.3000,-4.1898,-142.3298,-1.2688,1.2904,0.0096,0.2335,-0.0272,289.4325,309.0991,-0.0914,0.0968,28.3694
197.3960,-4.1470,-142.4514,-1.2699,1.2903,0.0097,0.1220,-0.0063,290.3288,312.2340,-0.0912,0.0968,23.6729
197.4960,-4.1045,-142.5729,-1.2710,1.2901,0.0099,0.0923,-0.0205,290.2212,315.9547,-0.0911,0.0969,36.6360
197.5920,-4.0621,-142.6943,-1.2720,1.2898,0.0102,0.1878,-0.0273,285.9659,316.4895,-0.0911,0.0969,65.2057
197.6840,-4.0198,-142.8158,-1.2729,1.2894,0.0106,0.3084,0.0002,281.4356,321.1233,-0.0912,0.0969,109.1618
197.7840,-3.9778,-142.9372,-1.2736,1.2890,0.0110,0.4336,-0.0215,278.5152,319.7080,-0.0911,0.0968,161.0019
197.8920,-3.9358,-143.0587,-1.2744,1.2887,0.0113,0.5042,-0.0095,276.7162,322.4570,-0.0910,0.0969,92.0522
198.0280,-3.8940,-143.1801,-1.2750,1.2883,0.0117,0.3774,-0.0235,278.2229,323.7730,-0.0912,0.0969,49.0064
198.0880,-3.8524,-143.3016,-1.2754,1.2879,0.0121,0.2523,-0.0175,279.3183,326.5864,-0.0913,0.0969,28.2225
198.1840,-3.8108,-143.4231,-1.2758,1.2874,0.0126,0.1339,-0.0127,277.8818,328.4689,-0.0913,0.0969,24.8922
198.2800,-3.7694,-143.5446,-1.2761,1.2870,0.0130,0.0719,0.0010,279.3549,332.4268,-0.0914,0.0969,30.0231
198.3800,-3.7285,-143.6650,-1.2764,1.2855,0.0145,0.1583,0.0210,274.4689,330.9245,-0.0913,0.0968,53.4010
198.4880,-3.6872,-143.7869,-1.2765,1.2855,0.0145,0.2795,-0.0035,275.0001,330.0528,-0.0911,0.0969,93.0160
198.5880,-3.6461,-143.9088,-1.2765,1.2855,0.0145,0.4053,-0.0035,273.8760,331.7148,-0.0910,0.0971,147.3306
198.6840,-3.6050,-144.0306,-1.2765,1.2854,0.0146,0.5298,0.0082,272.7372,334.6458,-0.0911,0.0971,102.2331
198.7840,-3.5641,-144.1524,-1.2764,1.2853,0.0147,0.4026,0.0043,272.1539,336.2259,-0.0910,0.0972,56.9409
198.8840,-3.5233,-144.2743,-1.2763,1.2851,0.0149,0.2766,0.0023,270.5781,340.6835,-0.0911,0.0973,29.8749
199.0200,-3.4826,-144.3961,-1.2760,1.2850,0.0150,0.1548,-0.0210,273.6562,340.0154,-0.0910,0.0974,24.8072
199.0880,-3.4419,-144.5180,-1.2758,1.2849,0.0151,0.0666,0.0067,273.4471,340.0296,-0.0909,0.0973,27.6483
199.1920,-3.4014,-144.6400,-1.2754,1.2848,0.0152,0.1340,0.0037,274.7056,341.2439,-0.0911,0.0974,48.6297
199.2880,-3.3609,-144.7620,-1.2751,1.2848,0.0152,0.2540,0.0087,274.1939,338.6784,-0.0908,0.0975,88.4327
199.3760,-3.3205,-144.8840,-1.2745,1.2848,0.0152,0.3797,0.0160,274.0732,339.6626,-0.0907,0.0976,138.6066
199.4840,-3.2801,-145.0062,-1.2741,1.2848,0.0152,0.5070,-0.0005,275.1330,338.8797,-0.0907,0.0976,209.2392
199.5720,-3.2398,-145.1285,-1.2736,1.2850,0.0150,0.4274,0.0105,274.5597,337.3496,-0.0905,0.0975,65.7273
199.6720,-3.1996,-145.2508,-1.2731,1.2852,0.0148,0.3008,0.0215,277.1019,335.1882,-0.0905,0.0976,35.8429
199.7680,-3.1594,-145.3732,-1.2725,1.2854,0.0146,0.1775,-0.0028,275.9040,334.3199,-0.0904,0.0975,27.0032
199.8680,-3.1193,-145.4957,-1.2721,1.2856,0.0144,0.0758,-0.0040,277.6056,333.0523,-0.0903,0.0978,25.3439
199.9920,-3.0792,-145.6182,-1.2716,1.2859,0.0141,0.1149,0.0135,282.9747,331.6793,-0.0901,0.0979,46.1926
200.0640,-3.0393,-145.7408,-1.2711,1.2862,0.0138,0.2322,-0.0190,280.5915,330.6769,-0.0903,0.0981,77.2223
200.1600,-2.9994,-145.8634,-1.2706,1.2865,0.0135,0.3577,0.0090,274.5063,329.4804,-0.0900,0.0983,131.6564
200.2600,-2.9596,-145.9861,-1.2703,1.2868,0.0132,0.4850,-0.0003,272.4441,330.8225,-0.0898,0.0983,195.4791
200.3640,-2.9198,-146.1088,-1.2699,1.2871,0.0129,0.4502,-0.0027,268.9445,335.2563,-0.0895,0.0986,75.0724
200.4640,-2.8802,-146.2316,-1.2695,1.2874,0.0126,0.3237,-0.0077,267.4746,335.7806,-0.0895,0.0987,43.6061
200.5560,-2.8406,-146.3543,-1.2691,1.2876,0.0124,0.2003,-0.0035,269.0583,335.1108,-0.0894,0.0987,26.0464
200.6600,-2.8011,-146.4770,-1.2687,1.2877,0.0123,0.0935,0.0155,274.2417,336.9345,-0.0893,0.0989,25.3186
200.7600,-2.7616,-146.5997,-1.2684,1.2879,0.0121,0.1030,0.0127,269.4538,339.4982,-0.0894,0.0991,40.4887
200.8640,-2.7222,-146.7224,-1.2679,1.2879,0.0121,0.2137,0.0070,270.2400,336.9223,-0.0892,0.0992,76.4896
200.9920,-2.6829,-146.8450,-1.2675,1.2880,0.0120,0.3375,0.0147,269.2091,335.8110,-0.0891,0.0994,122.4075
201.0600,-2.6436,-146.9677,-1.2671,1.2880,0.0120,0.4641,-0.0132,263.7125,334.4040,-0.0890,0.0996,183.5532
201.1600,-2.6043,-147.0903,-1.2667,1.2880,0.0120,0.4742,-0.0117,263.8706,334.7176,-0.0888,0.0999,84.2897
201.2560,-2.5651,-147.2130,-1.2662,1.2880,0.0120,0.3483,-0.0095,264.4893,337.2255,-0.0885,0.1001,55.3498
201.3640,-2.5259,-147.3356,-1.2658,1.2880,0.0120,0.2256,-0.0092,266.6313,339.7405,-0.0882,0.1004,32.2366
201.4560,-2.4867,-147.4582,-1.2653,1.2879,0.0121,0.1167,-0.0082,265.6869,343.0185,-0.0879,0.1006,28.2013
