time,x,y,yaw,speed,speed_error,cross_track_error,yaw_rate,thrust_L,thrust_R,steer_L,steer_R,min_cost
34.3200,-0.1620,-0.0052,0.0002,0.0038,1.2962,0.0004,0.0012,-1.2580,19.7265,-0.0030,-0.0030,17443.4844
34.3640,-0.1620,-0.0052,0.0002,0.0038,1.2962,0.0004,0.0012,-22.1576,45.6353,0.0003,-0.0029,14169.5156
34.4080,-0.1607,-0.0013,0.0002,0.0044,1.2956,0.0045,-0.0002,-5.2584,66.1517,-0.0013,-0.0019,11892.3809
34.4880,-0.1600,0.0002,0.0003,0.0032,1.2968,0.0062,-0.0015,19.1462,91.8755,0.0010,0.0016,11235.3945
34.5920,-0.1600,0.0003,0.0008,0.0031,1.2969,0.0063,0.0027,10.3230,126.5883,0.0002,-0.0010,10572.6182
34.6880,-0.1596,0.0004,0.0018,0.0031,1.2969,0.0064,-0.0040,5.3303,168.4769,0.0019,0.0010,10195.0859
34.7800,-0.1586,0.0003,0.0034,0.0036,1.2964,0.0068,0.0130,7.8394,212.7396,0.0035,0.0024,9657.3652
34.8880,-0.1565,0.0003,0.0058,0.0051,1.2949,0.0081,0.0205,-15.7921,253.3868,0.0039,0.0049,9306.9395
34.9840,-0.1531,0.0004,0.0092,0.0080,1.2920,0.0107,0.0365,-17.8743,295.4933,0.0052,0.0038,8847.1582
35.0720,-0.1481,0.0003,0.0140,0.0123,1.2877,0.0151,0.0522,5.0807,337.7979,0.0073,0.0073,8615.1172
35.2200,-0.1411,0.0004,0.0201,0.0183,1.2817,0.0217,0.0577,-5.4462,374.9565,0.0105,0.0098,8317.2490
35.2680,-0.1318,0.0007,0.0277,0.0262,1.2738,0.0309,0.0720,-20.8738,416.7799,0.0110,0.0129,8043.9331
35.3640,-0.1197,0.0008,0.0365,0.0363,1.2637,0.0428,0.0870,-42.2683,459.2199,0.0145,0.0167,7752.5913
35.4800,-0.1045,0.0011,0.0470,0.0487,1.2513,0.0579,0.1070,-73.0263,500.5677,0.0168,0.0202,7526.4136
35.5720,-0.0860,0.0019,0.0591,0.0635,1.2365,0.0764,0.1197,-100.6187,536.7810,0.0175,0.0231,7286.3960
35.6680,-0.0640,0.0026,0.0730,0.0808,1.2192,0.0984,0.1228,-99.2153,572.8145,0.0207,0.0266,7169.2925
35.7720,-0.0383,0.0038,0.0889,0.1004,1.1996,0.1241,0.1625,-115.8216,605.5089,0.0218,0.0297,6987.5747
35.8720,-0.0089,0.0055,0.1066,0.1223,1.1777,0.1535,0.1635,-122.1203,641.8194,0.0236,0.0331,6851.6265
35.9640,0.0243,0.0076,0.1259,0.1465,1.1535,0.1868,0.1818,-155.0324,664.2228,0.0254,0.0363,6721.3604
36.0640,0.0615,0.0104,0.1469,0.1728,1.1272,0.2241,0.2182,-164.0550,675.2895,0.0260,0.0399,6564.9399
36.2000,0.1026,0.0140,0.1695,0.2012,1.0988,0.2653,0.2297,-144.6128,660.9802,0.0280,0.0431,6487.5059
36.2600,0.1476,0.0185,0.1935,0.2315,1.0685,0.3106,0.2323,-173.2531,695.4414,0.0299,0.0461,6425.5498
36.3600,0.1964,0.0239,0.2185,0.2633,1.0367,0.3596,0.2425,-163.0626,706.9995,0.0317,0.0495,6295.1431
36.4600,0.2487,0.0305,0.2444,0.2965,1.0035,0.4123,0.2492,-197.2425,739.3705,0.0339,0.0529,5939.8345
36.5600,0.3046,0.0382,0.2711,0.3308,0.9692,0.4687,0.2757,-188.6012,767.6927,0.0358,0.0568,5681.8145
36.6600,0.3640,0.0472,0.2986,0.3661,0.9339,0.5286,0.2793,-166.0942,772.3063,0.0372,0.0604,5434.8169
36.7600,0.4267,0.0577,0.3269,0.4023,0.8977,0.5844,0.2942,-167.4827,786.9705,0.0390,0.0641,3644.1067
36.8600,0.4926,0.0697,0.3556,0.4392,0.8608,0.5498,0.2850,-143.0301,805.1481,0.0410,0.0676,3370.7131
36.9560,0.5619,0.0834,0.3845,0.4768,0.8232,0.5192,0.2855,-161.9494,815.8137,0.0432,0.0711,3175.6143
37.0520,0.6344,0.0991,0.4135,0.5151,0.7849,0.4947,0.2875,-141.1096,833.5287,0.0447,0.0743,2981.7627
37.1840,0.6344,0.0991,0.4135,0.5151,0.7849,0.4947,0.2875,-114.9961,817.2268,0.0460,0.0773,2919.1787
37.2480,0.7101,0.1167,0.4425,0.5540,0.7460,0.4788,0.2782,-84.9821,832.9395,0.0479,0.0805,2758.8271
37.3480,0.7890,0.1366,0.4715,0.5934,0.7066,0.4741,0.2710,-75.6324,833.5855,0.0503,0.0836,2575.1199
37.4480,0.8710,0.1587,0.5001,0.6333,0.6667,0.4825,0.2910,-47.5260,817.7159,0.0518,0.0865,2434.5315
37.5440,0.9561,0.1833,0.5281,0.6736,0.6264,0.5050,0.2700,-18.8184,803.0022,0.0538,0.0895,2311.6946
37.6440,1.0441,0.2104,0.5553,0.7143,0.5857,0.5415,0.2730,-38.1786,794.2711,0.0556,0.0924,2192.5225
37.7520,1.1352,0.2404,0.5816,0.7553,0.5447,0.5910,0.2595,-14.7948,772.8744,0.0572,0.0951,2070.1069
37.8520,1.2290,0.2730,0.6069,0.7966,0.5034,0.6520,0.2285,9.0382,764.4684,0.0592,0.0979,2028.4774
37.9520,1.3255,0.3085,0.6312,0.8380,0.4620,0.7229,0.2377,33.1842,742.2210,0.0607,0.1003,1979.7651
38.0520,1.4242,0.3469,0.6545,0.8791,0.4209,0.8020,0.2150,50.0292,721.9633,0.0624,0.1027,1940.6290
38.1840,1.5252,0.3881,0.6767,0.9198,0.3802,0.8047,0.2167,67.4400,701.7630,0.0637,0.1049,1260.3201
38.2480,1.6281,0.4319,0.6975,0.9600,0.3400,0.7734,0.2000,91.7147,681.1673,0.0654,0.1074,1241.7930
38.3440,1.7327,0.4786,0.7171,0.9995,0.3005,0.7553,0.1863,76.8439,665.5154,0.0670,0.1095,1199.7679
38.4520,1.8388,0.5280,0.7353,1.0382,0.2618,0.7527,0.1897,78.1389,646.6361,0.0682,0.1116,1202.2844
38.5480,1.9464,0.5800,0.7520,1.0760,0.2240,0.7669,0.1488,104.9447,630.4389,0.0695,0.1134,1209.9296
38.6520,2.0550,0.6346,0.7676,1.1126,0.1874,0.7979,0.1465,126.3432,624.8717,0.0708,0.1154,1237.3837
38.7480,2.1645,0.6916,0.7820,1.1478,0.1522,0.8446,0.1373,122.5358,648.3575,0.0722,0.1173,1242.3469
38.8520,2.2746,0.7508,0.7952,1.1815,0.1185,0.9054,0.1173,147.6939,630.3117,0.0735,0.1190,1344.1622
38.9600,2.3852,0.8123,0.8071,1.2137,0.0863,0.9780,0.1170,162.6635,613.2751,0.0748,0.1208,1453.1404
39.0680,2.4962,0.8760,0.8179,1.2444,0.0556,0.9338,0.1050,168.9467,595.6636,0.0761,0.1224,1277.4012
39.1880,2.6076,0.9420,0.8275,1.2737,0.0263,0.9002,0.0892,193.7992,582.3748,0.0775,0.1242,1298.9521
39.2480,2.7193,1.0101,0.8360,1.3016,-0.0016,0.8826,0.0965,196.4068,593.7757,0.0786,0.1257,1315.4694
39.3480,2.8311,1.0805,0.8433,1.3281,-0.0281,0.8825,0.0790,175.4253,584.5720,0.0794,0.1270,1357.0747
39.4520,2.9430,1.1529,0.8493,1.3531,-0.0531,0.9007,0.0488,193.8572,563.7763,0.0803,0.1285,1415.8696
39.5440,3.0550,1.2272,0.8542,1.3768,-0.0768,0.9364,0.0582,201.7372,543.8268,0.0815,0.1300,1512.7653
39.6440,3.1669,1.3036,0.8582,1.3991,-0.0991,0.9883,0.0323,212.9260,533.3460,0.0825,0.1315,1615.4928
39.7440,3.2786,1.3819,0.8612,1.4200,-0.1200,1.0181,0.0380,205.5305,512.8771,0.0836,0.1329,1403.0228
39.8480,3.3901,1.4619,0.8632,1.4395,-0.1395,0.9631,0.0207,184.8045,522.6010,0.0845,0.1342,1386.1229
39.9480,3.5012,1.5434,0.8641,1.4574,-0.1574,0.9237,0.0145,194.9251,525.1819,0.0853,0.1355,1380.8049
40.0440,3.6118,1.6264,0.8642,1.4737,-0.1737,0.9023,-0.0032,213.1570,504.0045,0.0863,0.1368,1410.9672
40.1760,3.7219,1.7107,0.8637,1.4886,-0.1886,0.9005,-0.0018,203.2699,508.0868,0.0875,0.1382,1447.7281
40.2480,3.8313,1.7963,0.8625,1.5018,-0.2018,0.9185,-0.0157,187.7046,488.1393,0.0886,0.1396,1491.8719
40.3480,3.9400,1.8829,0.8606,1.5134,-0.2134,0.9554,-0.0277,192.2314,480.7043,0.0896,0.1409,1541.3337
40.4440,4.0480,1.9707,0.8580,1.5236,-0.2236,1.0091,-0.0377,192.8586,479.8842,0.0908,0.1424,1616.1763
40.5400,4.1552,2.0595,0.8550,1.5324,-0.2324,0.9501,-0.0440,195.5614,467.6564,0.0914,0.1436,1262.4747
40.6400,4.2615,2.1491,0.8516,1.5397,-0.2397,0.8936,-0.0427,202.4555,458.6870,0.0922,0.1447,1218.4445
40.7440,4.3668,2.2395,0.8477,1.5455,-0.2455,0.8552,-0.0422,185.1441,458.0197,0.0925,0.1453,1191.9458
40.8480,4.4712,2.3305,0.8434,1.5498,-0.2498,0.8372,-0.0475,175.6186,466.3618,0.0930,0.1462,1181.5945
40.9480,4.5746,2.4221,0.8386,1.5529,-0.2529,0.8407,-0.0548,176.1663,454.6042,0.0934,0.1471,1186.8672
41.0520,4.6770,2.5143,0.8335,1.5547,-0.2547,0.8653,-0.0538,159.2112,432.6722,0.0937,0.1477,1205.6112
41.1640,4.7784,2.6070,0.8283,1.5553,-0.2553,0.9093,-0.0600,148.9042,432.7316,0.0939,0.1482,1228.0725
41.2280,4.8787,2.7001,0.8230,1.5546,-0.2546,0.8923,-0.0567,131.1006,429.9691,0.0942,0.1486,939.8468
41.3200,4.9779,2.7935,0.8177,1.5528,-0.2528,0.8183,-0.0540,135.1370,420.5802,0.0939,0.1485,859.7375
41.4120,5.0760,2.8871,0.8125,1.5499,-0.2499,0.7610,-0.0607,139.4143,411.9145,0.0938,0.1484,800.0761
41.5160,5.1727,2.9809,0.8075,1.5458,-0.2458,0.7241,-0.0600,136.2232,421.8380,0.0936,0.1482,769.5854
41.6080,5.2681,3.0746,0.8027,1.5405,-0.2405,0.7103,-0.0383,141.3849,408.1808,0.0934,0.1478,737.9626
41.7120,5.3623,3.1683,0.7979,1.5341,-0.2341,0.7204,-0.0437,149.6904,403.2929,0.0930,0.1473,722.5283
41.7960,5.4552,3.2620,0.7932,1.5267,-0.2267,0.7530,-0.0493,151.0139,397.5811,0.0926,0.1465,733.3889
41.9040,5.5469,3.3556,0.7885,1.5186,-0.2186,0.8051,-0.0595,161.2964,389.2282,0.0920,0.1461,759.9861
42.0040,5.6374,3.4491,0.7837,1.5097,-0.2097,0.7370,-0.0548,165.4430,375.9800,0.0906,0.1450,537.7434
42.1400,5.7269,3.5424,0.7788,1.5002,-0.2002,0.6553,-0.0577,168.6106,364.5966,0.0893,0.1432,446.0910
42.2000,5.8154,3.6357,0.7737,1.4903,-0.1903,0.5906,-0.0443,170.9323,347.0004,0.0885,0.1418,438.4735
42.3000,5.9030,3.7288,0.7684,1.4800,-0.1800,0.5485,-0.0385,181.4963,341.6937,0.0868,0.1399,410.5377
42.4000,5.9898,3.8219,0.7628,1.4695,-0.1695,0.5338,-0.0570,187.1140,325.5411,0.0856,0.1383,419.3316
42.4960,6.0756,3.9146,0.7571,1.4586,-0.1586,0.5484,-0.0655,187.4495,313.1569,0.0841,0.1365,408.7130
42.5960,6.1607,4.0072,0.7510,1.4475,-0.1475,0.5897,-0.0593,192.3273,302.4992,0.0825,0.1344,511.2413
42.7000,6.2450,4.0994,0.7447,1.4363,-0.1363,0.6522,-0.0682,197.7529,288.8312,0.0805,0.1323,550.5302
42.8000,6.3286,4.1914,0.7381,1.4249,-0.1249,0.5995,-0.0678,208.9304,284.9023,0.0784,0.1304,419.9935
42.8920,6.4114,4.2830,0.7312,1.4133,-0.1133,0.5008,-0.0712,219.5158,270.4174,0.0757,0.1277,330.5290
42.9880,6.4936,4.3743,0.7241,1.4017,-0.1017,0.4157,-0.0732,226.7752,264.4047,0.0741,0.1257,343.6952
43.1200,6.5759,4.4658,0.7166,1.3909,-0.0909,0.3534,-0.0840,233.8931,251.9642,0.0723,0.1237,349.6795
43.1800,6.6565,4.5561,0.7087,1.3788,-0.0788,0.3272,-0.0745,239.7960,242.2956,0.0702,0.1213,402.1854
43.2840,6.7368,4.6460,0.7005,1.3669,-0.0669,0.3441,-0.0865,241.3789,241.8470,0.0681,0.1191,418.6963
43.3880,6.8167,4.7356,0.6919,1.3553,-0.0553,0.3982,-0.0822,254.5427,238.6319,0.0660,0.1165,481.1908
43.4920,6.8962,4.8249,0.6829,1.3438,-0.0438,0.4766,-0.0950,266.7102,230.2860,0.0637,0.1139,480.8015
43.5880,6.9754,4.9138,0.6737,1.3326,-0.0326,0.5403,-0.1007,280.2977,222.4154,0.0612,0.1117,471.5779
43.6880,7.0543,5.0024,0.6641,1.3217,-0.0217,0.4249,-0.1030,290.7882,222.3646,0.0587,0.1088,451.1170
43.7800,7.1330,5.0906,0.6540,1.3112,-0.0112,0.3122,-0.1025,304.1534,212.2383,0.0561,0.1060,421.3856
43.8840,7.2130,5.1799,0.6435,1.3029,-0.0029,0.2048,-0.1165,319.4326,216.8072,0.0536,0.1030,417.6628
43.9840,7.2912,5.2672,0.6326,1.2925,0.0075,0.1243,-0.1178,328.6325,222.6141,0.0513,0.1004,409.1852
44.1200,7.3697,5.3544,0.6212,1.2831,0.0169,0.1285,-0.1175,328.6657,215.0822,0.0492,0.0981,423.6284
44.1800,7.4479,5.4409,0.6094,1.2735,0.0265,0.2118,-0.1195,328.8772,206.6380,0.0467,0.0952,450.8249
44.2800,7.5275,5.5282,0.5972,1.2662,0.0338,0.3185,-0.1320,334.6405,210.1231,0.0446,0.0931,521.6398
44.3800,7.6068,5.6148,0.5848,1.2586,0.0414,0.4306,-0.1198,332.8526,205.1100,0.0420,0.0905,557.2570
44.4840,7.6887,5.7033,0.5721,1.2547,0.0453,0.4695,-0.1375,334.5663,214.8458,0.0396,0.0881,488.7915
44.5800,7.7693,5.7899,0.5593,1.2489,0.0511,0.3540,-0.1265,339.5209,214.6932,0.0372,0.0856,426.9198
44.6800,7.8511,5.8770,0.5465,1.2448,0.0552,0.2399,-0.1290,347.6478,219.9667,0.0352,0.0835,406.1876
44.7880,7.9333,5.9639,0.5336,1.2410,0.0590,0.1351,-0.1295,346.3211,231.5942,0.0329,0.0810,417.4938
44.8840,8.0154,6.0498,0.5206,1.2369,0.0631,0.0862,-0.1230,348.5261,245.7944,0.0304,0.0787,403.2758
44.9800,8.0983,6.1358,0.5078,1.2337,0.0663,0.1579,-0.1288,353.0286,256.5015,0.0284,0.0767,437.4595
45.1160,8.1815,6.2211,0.4950,1.2305,0.0695,0.2659,-0.1238,346.2799,260.7092,0.0260,0.0744,477.0358
45.1880,8.2665,6.3072,0.4824,1.2294,0.0706,0.3822,-0.1292,341.7677,262.4799,0.0240,0.0723,547.5205
45.2800,8.3525,6.3931,0.4700,1.2290,0.0710,0.5012,-0.1255,338.4725,269.3782,0.0221,0.0701,624.3441
45.3880,8.4394,6.4790,0.4580,1.2293,0.0707,0.4619,-0.1265,332.0800,285.3676,0.0201,0.0679,483.3155
45.4840,8.5287,6.5658,0.4463,1.2318,0.0682,0.3618,-0.1203,329.0028,301.7643,0.0184,0.0660,460.5652
45.5840,8.6174,6.6510,0.4350,1.2327,0.0673,0.2820,-0.1143,329.8800,307.4468,0.0161,0.0638,452.9146
45.6800,8.7072,6.7360,0.4242,1.2344,0.0656,0.2407,-0.1125,330.5078,314.2557,0.0141,0.0616,449.5428
45.7800,8.7990,6.8216,0.4139,1.2376,0.0624,0.2586,-0.0968,327.4000,313.1241,0.0125,0.0595,476.2817
45.8800,8.8905,6.9056,0.4042,1.2395,0.0605,0.3259,-0.0952,318.8771,321.6433,0.0107,0.0577,507.0195
45.9840,8.9842,6.9903,0.3950,1.2433,0.0567,0.4213,-0.0910,315.3560,332.8436,0.0087,0.0557,584.4871
46.1200,9.0792,7.0747,0.3862,1.2475,0.0525,0.5299,-0.0815,304.4652,343.3198,0.0069,0.0540,658.7076
46.1760,9.1760,7.1594,0.3781,1.2530,0.0470,0.5374,-0.0755,306.7255,355.1818,0.0051,0.0522,515.0212
46.2680,9.2732,7.2430,0.3705,1.2576,0.0424,0.4446,-0.0905,300.1656,354.6754,0.0033,0.0502,467.1383
46.3680,9.3717,7.3263,0.3636,1.2626,0.0374,0.3721,-0.0675,302.4453,358.6407,0.0018,0.0482,481.7179
46.4640,9.4714,7.4092,0.3574,1.2679,0.0321,0.3342,-0.0780,292.8509,367.7125,0.0002,0.0466,489.2723
46.5600,9.5724,7.4917,0.3517,1.2735,0.0265,0.3435,-0.0577,289.4396,372.5831,-0.0015,0.0448,501.4191
46.6520,9.6745,7.5738,0.3467,1.2793,0.0207,0.3973,-0.0405,293.3223,378.3587,-0.0032,0.0428,549.0159
46.7560,9.6745,7.5738,0.3467,1.2793,0.0207,0.3973,-0.0405,290.9626,389.2742,-0.0046,0.0412,536.7236
46.8560,9.7778,7.6554,0.3424,1.2851,0.0149,0.4814,-0.0478,279.8658,383.0000,-0.0062,0.0397,598.1147
46.9600,9.8822,7.7366,0.3387,1.2911,0.0089,0.5833,-0.0417,271.7425,383.0895,-0.0081,0.0378,675.2632
47.0840,9.9878,7.8172,0.3356,1.2971,0.0029,0.5497,-0.0452,263.8724,381.4874,-0.0097,0.0362,493.6519
47.1560,10.0945,7.8973,0.3332,1.3031,-0.0031,0.4577,-0.0195,257.4787,388.4607,-0.0112,0.0346,457.8164
47.2520,10.2022,7.9769,0.3313,1.3091,-0.0091,0.3891,-0.0158,256.4194,399.2005,-0.0127,0.0328,446.7548
47.3520,10.3108,8.0558,0.3301,1.3149,-0.0149,0.3585,-0.0158,250.8430,404.4384,-0.0140,0.0313,453.0070
47.4480,10.4202,8.1342,0.3295,1.3205,-0.0205,0.3755,-0.0205,253.7145,397.9789,-0.0152,0.0299,485.0622
47.5520,10.5303,8.2119,0.3296,1.3257,-0.0257,0.4349,0.0005,251.2878,390.3751,-0.0164,0.0284,514.0220
47.6520,10.6412,8.2890,0.3304,1.3308,-0.0308,0.5227,-0.0007,249.0797,385.9148,-0.0174,0.0271,571.3401
47.7480,10.7528,8.3655,0.3317,1.3355,-0.0355,0.6063,-0.0025,246.2464,389.1742,-0.0186,0.0257,437.2645
47.8480,10.8649,8.4413,0.3335,1.3399,-0.0399,0.4984,0.0160,251.0025,381.5833,-0.0197,0.0247,395.7735
47.9480,10.9776,8.5165,0.3357,1.3440,-0.0440,0.4065,0.0100,251.6723,381.1461,-0.0205,0.0237,360.4500
48.0800,11.0908,8.5910,0.3383,1.3476,-0.0476,0.3440,0.0310,243.7020,387.9674,-0.0215,0.0228,351.5906
48.1480,11.2043,8.6648,0.3413,1.3508,-0.0508,0.3279,0.0215,235.7716,382.8739,-0.0225,0.0218,351.3917
48.2520,11.3183,8.7379,0.3445,1.3537,-0.0537,0.3645,0.0285,241.5243,373.3837,-0.0234,0.0208,370.2243
48.3520,11.4326,8.8104,0.3481,1.3561,-0.0561,0.4409,0.0273,236.4768,374.8175,-0.0243,0.0200,406.7519
48.4480,11.5472,8.8821,0.3520,1.3581,-0.0581,0.5403,0.0475,237.5704,370.4473,-0.0250,0.0191,465.5371
48.5560,11.6620,8.9532,0.3561,1.3598,-0.0598,0.5203,0.0470,232.2086,368.6304,-0.0258,0.0186,280.2433
48.6520,11.7769,9.0237,0.3605,1.3609,-0.0609,0.4080,0.0485,230.6001,364.0019,-0.0262,0.0182,240.8106
48.7480,11.8920,9.0934,0.3650,1.3617,-0.0617,0.3134,0.0400,232.7686,363.9370,-0.0267,0.0175,213.7051
48.8400,12.0071,9.1625,0.3698,1.3620,-0.0620,0.2569,0.0407,229.1281,368.4910,-0.0272,0.0171,207.1917
48.9360,12.1222,9.2310,0.3747,1.3619,-0.0619,0.2635,0.0492,225.3904,374.4261,-0.0275,0.0167,215.3035
49.0560,12.2373,9.2989,0.3798,1.3614,-0.0614,0.3292,0.0428,222.4996,365.0846,-0.0277,0.0165,243.6199
49.1200,12.3523,9.3661,0.3851,1.3606,-0.0606,0.4272,0.0405,221.4472,366.2951,-0.0278,0.0164,280.3821
49.2160,12.4672,9.4328,0.3906,1.3594,-0.0594,0.5400,0.0597,216.7747,370.9736,-0.0276,0.0167,339.8199
49.3160,12.5821,9.4989,0.3963,1.3579,-0.0579,0.4291,0.0545,204.7443,368.2560,-0.0273,0.0171,150.9653
49.4080,12.6969,9.5645,0.4021,1.3561,-0.0561,0.3080,0.0588,195.7380,370.0158,-0.0270,0.0176,113.4281
49.5160,12.8115,9.6296,0.4081,1.3540,-0.0540,0.2014,0.0595,196.4191,375.5384,-0.0266,0.0182,99.6953
49.6120,12.9259,9.6943,0.4144,1.3517,-0.0517,0.1447,0.0653,193.7928,378.7132,-0.0261,0.0187,109.7508
49.7120,13.0401,9.7585,0.4209,1.3491,-0.0491,0.1888,0.0593,190.4935,377.0543,-0.0256,0.0191,126.6336
49.8160,13.1540,9.8222,0.4276,1.3462,-0.0462,0.2905,0.0662,184.6664,371.4799,-0.0251,0.0199,163.5056
49.9120,13.2676,9.8856,0.4345,1.3431,-0.0431,0.4084,0.0620,184.1502,366.2128,-0.0244,0.0207,222.0244
50.0400,13.3810,9.9486,0.4416,1.3398,-0.0398,0.4994,0.0732,181.0064,367.1583,-0.0232,0.0218,143.1099
50.1080,13.4940,10.0112,0.4488,1.3363,-0.0363,0.3703,0.0770,185.3473,370.7748,-0.0224,0.0228,115.5990
50.2080,13.6067,10.0735,0.4561,1.3326,-0.0326,0.2419,0.0720,177.1982,372.9496,-0.0215,0.0238,89.2151
50.3080,13.7190,10.1354,0.4635,1.3287,-0.0287,0.1146,0.0640,178.9982,379.8444,-0.0204,0.0251,95.2381
50.4040,13.8310,10.1971,0.4709,1.3246,-0.0246,0.0256,0.0835,174.1528,379.1459,-0.0194,0.0265,105.5318
50.5000,13.9426,10.2584,0.4784,1.3204,-0.0204,0.1439,0.0762,167.9049,384.6514,-0.0181,0.0282,131.7316
50.6040,14.0539,10.3195,0.4859,1.3162,-0.0162,0.2702,0.0807,161.6208,395.8613,-0.0167,0.0299,182.4685
50.7120,14.1649,10.3804,0.4936,1.3119,-0.0119,0.3965,0.0640,160.5282,397.9905,-0.0154,0.0315,260.4710
50.8040,14.2756,10.4411,0.5014,1.3076,-0.0076,0.4991,0.0758,161.9704,402.2051,-0.0140,0.0334,222.8569
50.9040,14.3859,10.5017,0.5094,1.3034,-0.0034,0.3771,0.0710,157.3949,406.0318,-0.0126,0.0354,162.1468
51.0320,14.4960,10.5622,0.5175,1.2992,0.0008,0.2592,0.0975,150.4903,413.7939,-0.0112,0.0375,171.0976
51.1000,14.6059,10.6227,0.5256,1.2951,0.0049,0.1542,0.0665,153.2483,416.6409,-0.0097,0.0394,165.3030
51.2000,14.7155,10.6832,0.5339,1.2912,0.0088,0.1086,0.0838,154.6229,420.3606,-0.0079,0.0413,181.9942
51.2960,14.8250,10.7438,0.5423,1.2875,0.0125,0.1763,0.1027,154.8634,421.2409,-0.0064,0.0430,227.9829
51.3960,14.9342,10.8045,0.5508,1.2839,0.0161,0.2855,0.0917,150.3684,425.4197,-0.0047,0.0450,275.1518
51.5000,15.0432,10.8652,0.5593,1.2806,0.0194,0.4039,0.0777,154.3837,423.5553,-0.0032,0.0473,333.7793
51.5960,15.1522,10.9262,0.5678,1.2775,0.0225,0.5252,0.0870,152.6840,423.8602,-0.0017,0.0493,418.8363
51.6960,15.2610,10.9874,0.5763,1.2747,0.0253,0.4369,0.0860,156.6971,431.1547,-0.0004,0.0512,271.7897
51.7920,15.3696,11.0487,0.5847,1.2722,0.0278,0.3367,0.0870,156.1279,437.8545,0.0012,0.0531,264.0152
51.8880,15.4781,11.1103,0.5930,1.2699,0.0301,0.2587,0.0648,154.1983,440.7076,0.0026,0.0549,267.5560
52.0200,15.5873,11.1727,0.6013,1.2687,0.0313,0.2268,0.0705,157.4556,443.2539,0.0041,0.0568,273.3660
52.0880,15.6947,11.2343,0.6095,1.2658,0.0342,0.2588,0.0892,161.9183,445.3933,0.0055,0.0587,321.2892
52.1960,15.8030,11.2970,0.6176,1.2645,0.0355,0.3372,0.0842,159.4641,448.4709,0.0068,0.0605,338.7146
52.2840,15.9114,11.3601,0.6256,1.2635,0.0365,0.4378,0.0650,157.6083,453.0065,0.0084,0.0626,420.3157
52.3920,16.0188,11.4231,0.6335,1.2620,0.0380,0.5479,0.0630,159.5229,450.6591,0.0099,0.0644,497.4577
52.4880,16.1273,11.4873,0.6413,1.2619,0.0381,0.5093,0.0767,163.4861,453.8521,0.0113,0.0662,364.3065
52.5920,16.2356,11.5519,0.6489,1.2621,0.0379,0.4202,0.0525,168.3506,456.8943,0.0126,0.0679,341.9984
52.6840,16.3431,11.6165,0.6564,1.2615,0.0385,0.3542,0.0678,168.3349,458.0190,0.0138,0.0697,344.6877
52.7920,16.4507,11.6819,0.6636,1.2616,0.0384,0.3247,0.0673,173.5503,458.7890,0.0153,0.0714,344.6986
52.8880,16.5592,11.7484,0.6707,1.2630,0.0370,0.3422,0.0727,175.1908,459.7167,0.0167,0.0734,381.4729
53.0200,16.6668,11.8149,0.6775,1.2635,0.0365,0.4005,0.0665,176.4127,459.1007,0.0180,0.0751,418.1103
53.0800,16.7753,11.8827,0.6841,1.2655,0.0345,0.4862,0.0545,179.8587,453.4696,0.0192,0.0766,481.0602
53.1800,16.8836,11.9511,0.6905,1.2674,0.0326,0.5873,0.0657,179.1882,449.6644,0.0206,0.0784,554.2036
53.2760,16.9917,12.0201,0.6965,1.2695,0.0305,0.5610,0.0338,180.7431,451.0916,0.0218,0.0799,421.9974
53.3760,17.0997,12.0897,0.7022,1.2716,0.0284,0.4770,0.0460,188.1480,452.2867,0.0226,0.0812,386.6566
53.4720,17.2075,12.1599,0.7077,1.2738,0.0262,0.4158,0.0510,190.9418,454.0528,0.0237,0.0826,374.2014
53.5840,17.3152,12.2308,0.7128,1.2760,0.0240,0.3884,0.0568,195.3381,455.1909,0.0249,0.0841,384.4573
53.6720,17.4227,12.3023,0.7176,1.2783,0.0217,0.4020,0.0358,192.6533,456.7214,0.0259,0.0854,418.4984
53.7720,17.5301,12.3746,0.7220,1.2807,0.0193,0.4532,0.0442,194.6402,456.7703,0.0271,0.0870,449.9716
53.8760,17.6373,12.4475,0.7262,1.2832,0.0168,0.5313,0.0315,196.8679,450.6285,0.0282,0.0883,496.6222
54.0120,17.7444,12.5212,0.7300,1.2858,0.0142,0.6266,0.0292,196.5362,447.0872,0.0292,0.0898,575.4138
54.0760,17.8513,12.5956,0.7336,1.2884,0.0116,0.5766,0.0250,197.3120,446.6167,0.0304,0.0912,412.4747
54.1760,17.9581,12.6707,0.7368,1.2910,0.0090,0.4945,0.0178,202.5850,442.1466,0.0312,0.0922,382.0613
54.2640,18.0646,12.7465,0.7397,1.2937,0.0063,0.4359,0.0195,202.0082,442.0814,0.0319,0.0932,357.9056
54.3760,18.1709,12.8230,0.7423,1.2963,0.0037,0.4113,0.0402,205.1528,444.2717,0.0324,0.0942,367.0994
54.4720,18.2769,12.9001,0.7446,1.2988,0.0012,0.4267,0.0217,206.6444,440.7434,0.0331,0.0950,388.7151
54.5680,18.3826,12.9778,0.7466,1.3012,-0.0012,0.4783,0.0155,210.3073,435.4083,0.0339,0.0959,421.4807
54.6720,18.4881,13.0562,0.7482,1.3036,-0.0036,0.5564,0.0287,206.3123,429.4320,0.0344,0.0967,478.4473
54.7720,18.5932,13.1352,0.7496,1.3058,-0.0058,0.6515,0.0150,204.8135,425.0432,0.0349,0.0974,546.1051
